qualtrics_name,description,values
fl_15_do,FL_15 - Block Randomizer - Display Order,"FL_18, FL_17"
sample,endline,endline
q3,How do you describe your gender?,"Male, Female"
q8,"Before coming to AAU, which of Ethiopia’s 13 regions did you reside in? - Selected Choice","Benishangul-Gumuz Region, Addis Ababa, Oromia Region, Amhara Region, Southern Nations, Nationalities, and Peoples Region, Prefer not to say, Sidama Region, Dire Dawa (city), South West Ethiopia Peoples Region, Somali Region, Gambela Region, Harari Region, Other"
q8_15_text,"Before coming to AAU, which of Ethiopia’s 13 regions did you reside in? - Other - Text","Southern nation ,nationalities and people region, Sebeta"
q5,"Thinking about where you grew up, would you say your upbringing was mostly Urban or Rural?","Urban, Rural"
q9,"Thinking about your family heritage, what is the ethnic community, cultural group, or tribe that your family belongs to? If your family comes from multiple groups, you may select more than one. - Selected Choice","Berta, Amhara,Oromo, Guragie,Oromo, Oromo, Prefer not to say, Hadiya,Kembata, Adere (Harari),Tigre, Amhara, Amhara,Oromo,Tigre, Silte, Guragie, Amhara,Tigre, Tigre, Amhara,Gamo, Amhara,Guragie, Gedeo, Dinka, Amhara,Prefer not to say, Sidama,Welayta, Gamo, Welayta, Kembata, Other, Nuer, Shinasha, Sidama, Adere (Harari), Amhara,Oromo,Tigre,Other, Amhara,Oromo,Somali, Agnawak, Amhara,Oromo,Other, Amhara,Guragie,Oromo, Oromo,Shinasha, Oromo,Tigre, Gamo,Other, Adere (Harari),Oromo, Hadiya, Adere (Harari),Amhara, Amhara,Gamo,Kaffa,Oromo"
q9_24_text,"Thinking about your family heritage, what is the ethnic community, cultural group, or tribe that your family belongs to? If your family comes from multiple groups, you may select more than one. - Other - Text","Sheka, more than one, Dawro, Very mixed"
q126,"Government A
        
        Government B
    
    
        
        Public jobs
        
    
    
        
        Security forces
        
    
    
        
        Cultural policy
        
    
    
        
        Borders
        
    




    Which Government do you prefer?","Government B, Government A"
q129,"Plan A
        Plan B
    
    
        Group representatives are: 
        
        
    
    
        Includes the military?
        
        
    
    
        Includes traditional leaders?
        
        
    
    
        Includes religious representatives?
        
        
    
    
        Includes civil society organizations?
        
        
    
    
        Includes international mediators?
        
        
    
    
        Will consider changes to Ethiopia’s constitution?
        
        
    
    
        Accountability mechanism? 
        
        
    





    Which of these two plans would you want Parliament to choose? Even if you are not sure, make your best guess.","Plan B, Plan A"
traits5a,traits5a,"Each state hires own civil servants|Each state has own police force|The central government decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Each state hires own civil servants|One national police force|The central government decides official language, teaching of history|State borders are drawn according to geography, Each state hires own civil servants|Each state has own police force|Each state decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Central government hires all civil servants|One national police force|The central government decides official language, teaching of history|State borders are drawn according to geography, Each state hires own civil servants|One national police force|Each state decides official language, teaching of history|State borders are drawn according to geography, Each state hires own civil servants|One national police force|Each state decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Central government hires all civil servants|Each state has own police force|Each state decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Central government hires all civil servants|Each state has own police force|The central government decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Central government hires all civil servants|One national police force|Each state decides official language, teaching of history|State borders are drawn according to geography, Central government hires all civil servants|Each state has own police force|Each state decides official language, teaching of history|State borders are drawn according to geography, Each state hires own civil servants|Each state has own police force|Each state decides official language, teaching of history|State borders are drawn according to geography, Each state hires own civil servants|Each state has own police force|The central government decides official language, teaching of history|State borders are drawn according to geography, Central government hires all civil servants|One national police force|The central government decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Central government hires all civil servants|Each state has own police force|The central government decides official language, teaching of history|State borders are drawn according to geography, Each state hires own civil servants|One national police force|The central government decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Central government hires all civil servants|One national police force|Each state decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area"
traits5b,traits5b,"Each state hires own civil servants|Each state has own police force|Each state decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Central government hires all civil servants|One national police force|Each state decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Each state hires own civil servants|Each state has own police force|The central government decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Each state hires own civil servants|Each state has own police force|The central government decides official language, teaching of history|State borders are drawn according to geography, Each state hires own civil servants|Each state has own police force|Each state decides official language, teaching of history|State borders are drawn according to geography, Central government hires all civil servants|Each state has own police force|The central government decides official language, teaching of history|State borders are drawn according to geography, Central government hires all civil servants|One national police force|The central government decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Each state hires own civil servants|One national police force|Each state decides official language, teaching of history|State borders are drawn according to geography, Central government hires all civil servants|Each state has own police force|Each state decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Each state hires own civil servants|One national police force|Each state decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Each state hires own civil servants|One national police force|The central government decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Each state hires own civil servants|One national police force|The central government decides official language, teaching of history|State borders are drawn according to geography, Central government hires all civil servants|Each state has own police force|The central government decides official language, teaching of history|State borders are drawn according to majority ethnic group in the area, Central government hires all civil servants|One national police force|The central government decides official language, teaching of history|State borders are drawn according to geography, Central government hires all civil servants|Each state has own police force|Each state decides official language, teaching of history|State borders are drawn according to geography, Central government hires all civil servants|One national police force|Each state decides official language, teaching of history|State borders are drawn according to geography"
traits6a,traits6a,"Yes|No|Yes|No|No|No|None|Appointed by Dialogue Commission, No|Yes|No|No|Yes, United Nations|No|None|Appointed by a panel of leaders from all major political parties, Yes|Yes|Yes|No|No|Yes|None|Appointed by a panel of leaders from all major ethnic groups, No|Yes|No|No|No|Yes|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, No|No|Yes|No|No|Yes|Final agreement must pass a national referendum|Appointed by Dialogue Commission, Yes|No|Yes|No|No|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|Yes|No|Yes, African Union|Yes|Final agreement must pass a national referendum|Appointed by Dialogue Commission, No|Yes|No|No|No|No|Final agreement must pass a national referendum|Appointed by Dialogue Commission, Yes|No|Yes|Yes|No|Yes|None|Appointed by Dialogue Commission, Yes|No|No|No|No|No|None|Appointed by a panel of leaders from all major political parties, Yes|No|Yes|Yes|Yes, United Nations|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major ethnic groups, Yes|No|No|No|Yes, African Union|Yes|None|Appointed by a panel of leaders from all major political parties, Yes|No|No|No|No|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, No|No|No|Yes|Yes, United Nations|Yes|None|Appointed by a panel of leaders from all major political parties, No|Yes|No|Yes|Yes, African Union|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, No|Yes|Yes|Yes|No|No|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, Yes|Yes|Yes|Yes|Yes, African Union|No|Final agreement must pass a national referendum|Appointed by Dialogue Commission, Yes|Yes|Yes|No|No|Yes|Final agreement must pass a national referendum|Appointed by Dialogue Commission, Yes|Yes|Yes|No|No|No|None|Appointed by Dialogue Commission, Yes|No|No|Yes|Yes, United Nations|Yes|None|Appointed by a panel of leaders from all major political parties, No|Yes|Yes|No|No|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major ethnic groups, No|Yes|No|Yes|No|No|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, Yes|Yes|Yes|Yes|Yes, African Union|No|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, Yes|No|Yes|Yes|Yes, United Nations|No|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, Yes|No|Yes|No|Yes, African Union|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, No|Yes|Yes|No|No|Yes|None|Appointed by Dialogue Commission, Yes|Yes|Yes|Yes|No|Yes|None|Appointed by a panel of leaders from all major political parties, No|Yes|No|No|Yes, United Nations|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|No|No|Yes|Yes, African Union|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, Yes|No|No|Yes|Yes, African Union|No|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, No|Yes|No|Yes|No|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, No|No|Yes|No|Yes, United Nations|No|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, Yes|Yes|No|No|No|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, Yes|Yes|Yes|No|No|Yes|None|Appointed by a panel of leaders from all major political parties, No|Yes|Yes|Yes|Yes, United Nations|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|Yes|Yes|Yes, African Union|No|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|No|No|Yes, United Nations|No|None|Appointed by Dialogue Commission, Yes|Yes|No|Yes|No|No|Final agreement must pass a national referendum|Appointed by Dialogue Commission, No|No|No|Yes|Yes, United Nations|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, No|Yes|No|Yes|No|No|None|Appointed by a panel of leaders from all major political parties, Yes|No|Yes|Yes|Yes, African Union|Yes|None|Appointed by Dialogue Commission, No|No|Yes|No|No|No|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, No|No|No|No|No|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, No|No|Yes|Yes|No|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, No|Yes|Yes|No|Yes, African Union|No|Final agreement must pass a national referendum|Appointed by Dialogue Commission, No|No|No|No|No|Yes|None|Appointed by a panel of leaders from all major political parties, Yes|Yes|No|Yes|Yes, African Union|No|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, Yes|Yes|No|Yes|No|No|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, Yes|No|No|Yes|Yes, United Nations|Yes|None|Appointed by a panel of leaders from all major ethnic groups, No|Yes|Yes|No|No|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, No|No|No|No|No|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|Yes|Yes|Yes, African Union|No|None|Appointed by a panel of leaders from all major political parties, No|Yes|No|No|No|Yes|None|Appointed by a panel of leaders from all major ethnic groups, No|No|No|Yes|No|No|None|Appointed by a panel of leaders from all major ethnic groups, Yes|No|No|Yes|Yes, African Union|Yes|None|Appointed by a panel of leaders from all major ethnic groups, No|No|Yes|No|Yes, African Union|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, Yes|No|Yes|Yes|Yes, African Union|No|None|Appointed by Dialogue Commission, Yes|Yes|Yes|Yes|Yes, United Nations|Yes|None|Appointed by Dialogue Commission, Yes|No|Yes|No|Yes, United Nations|Yes|Final agreement must pass a national referendum|Appointed by Dialogue Commission, No|No|No|Yes|No|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|Yes|No|No|No|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, Yes|Yes|Yes|No|Yes, United Nations|No|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|No|No|Yes, United Nations|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|Yes|Yes|No|No|Final agreement must pass a national referendum|Appointed by Dialogue Commission, Yes|Yes|Yes|Yes|No|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, No|No|Yes|No|No|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|No|No|Yes|Yes, African Union|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major ethnic groups, Yes|No|Yes|No|No|Yes|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, Yes|No|No|No|No|No|None|Appointed by Dialogue Commission, Yes|No|No|No|No|No|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major ethnic groups, No|No|Yes|No|No|Yes|None|Appointed by Dialogue Commission, Yes|No|No|Yes|Yes, United Nations|Yes|Final agreement must pass a national referendum|Appointed by Dialogue Commission, No|No|Yes|Yes|No|Yes|None|Appointed by a panel of leaders from all major political parties, Yes|No|No|Yes|No|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, No|Yes|No|Yes|No|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, No|Yes|No|No|No|No|None|Appointed by a panel of leaders from all major political parties, Yes|No|No|Yes|Yes, African Union|Yes|None|Appointed by Dialogue Commission, No|Yes|Yes|Yes|Yes, United Nations|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, No|No|Yes|Yes|No|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, No|Yes|No|No|No|Yes|Final agreement must pass a national referendum|Appointed by Dialogue Commission, No|No|No|Yes|No|No|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, Yes|Yes|No|Yes|Yes, African Union|No|None|Appointed by Dialogue Commission, Yes|No|Yes|No|No|Yes|None|Appointed by a panel of leaders from all major political parties, Yes|Yes|No|Yes|No|No|None|Appointed by Dialogue Commission, No|Yes|Yes|Yes|Yes, United Nations|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major ethnic groups, No|No|Yes|No|Yes, African Union|Yes|None|Appointed by a panel of leaders from all major ethnic groups, No|No|No|Yes|Yes, African Union|No|None|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|No|No|No|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major ethnic groups, No|No|No|Yes|No|No|Final agreement must pass a national referendum|Appointed by Dialogue Commission, No|No|No|No|Yes, United Nations|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, No|No|Yes|Yes|No|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, No|Yes|Yes|Yes|No|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, No|Yes|No|Yes|Yes, United Nations|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, Yes|No|No|Yes|Yes, African Union|Yes|Final agreement must pass a national referendum|Appointed by Dialogue Commission, Yes|Yes|Yes|Yes|No|No|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, Yes|No|No|No|No|No|Final agreement must pass a national referendum|Appointed by Dialogue Commission, Yes|No|No|Yes|Yes, United Nations|No|None|Appointed by a panel of leaders from all major ethnic groups, No|Yes|No|Yes|No|No|None|Appointed by a panel of leaders from all major ethnic groups, Yes|No|Yes|Yes|No|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, No|No|No|No|No|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, No|No|No|Yes|Yes, African Union|Yes|Final agreement must pass a national referendum|Appointed by Dialogue Commission, Yes|No|Yes|No|No|No|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, Yes|No|Yes|No|Yes, African Union|No|None|Appointed by a panel of leaders from all major political parties, No|No|No|No|Yes, United Nations|Yes|None|Appointed by Dialogue Commission, No|No|Yes|No|Yes, United Nations|No|None|Appointed by a panel of leaders from all major ethnic groups, No|No|No|No|Yes, United Nations|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major ethnic groups, No|No|Yes|No|Yes, United Nations|No|None|Appointed by a panel of leaders from all major political parties, No|No|No|Yes|No|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, No|No|No|Yes|No|No|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, Yes|No|No|Yes|Yes, United Nations|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, No|Yes|Yes|No|Yes, United Nations|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|Yes|No|Yes, United Nations|Yes|None|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|Yes|Yes|No|No|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, No|Yes|Yes|No|Yes, United Nations|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, No|Yes|No|No|No|No|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, No|No|Yes|No|No|No|Final agreement must pass a national referendum|Appointed by Dialogue Commission, Yes|No|No|No|No|No|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, Yes|No|No|Yes|Yes, African Union|No|None|Appointed by a panel of leaders from all major political parties, No|Yes|No|Yes|No|Yes|None|Appointed by a panel of leaders from all major political parties, No|Yes|No|No|Yes, United Nations|Yes|None|Appointed by a panel of leaders from all major ethnic groups, No|No|Yes|No|No|Yes|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, No|No|No|Yes|No|Yes|None|Appointed by a panel of leaders from all major political parties, No|Yes|No|No|Yes, United Nations|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, Yes|No|No|Yes|No|Yes|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, No|Yes|No|Yes|Yes, United Nations|Yes|Final agreement must pass a national referendum|Appointed by Dialogue Commission, Yes|No|Yes|Yes|No|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major ethnic groups, No|Yes|Yes|Yes|Yes, African Union|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, Yes|No|Yes|Yes|No|No|Final agreement must pass a national referendum|Appointed by Dialogue Commission, No|No|Yes|No|No|No|None|Appointed by a panel of leaders from all major ethnic groups, No|Yes|Yes|Yes|No|Yes|None|Appointed by a panel of leaders from all major ethnic groups, No|No|No|No|No|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|No|Yes|Yes, African Union|Yes|None|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|No|Yes|No|No|None|Appointed by a panel of leaders from all major ethnic groups, No|No|Yes|No|No|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, Yes|Yes|No|No|No|No|None|Appointed by Dialogue Commission, No|Yes|No|Yes|No|No|Final agreement must pass a national referendum|Appointed by Dialogue Commission, No|No|Yes|Yes|No|No|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, Yes|Yes|No|Yes|No|Yes|None|Appointed by Dialogue Commission, No|No|Yes|No|Yes, African Union|Yes|Representatives are required to meet regularly with constituents|Appointed by Dialogue Commission, Yes|No|Yes|Yes|Yes, African Union|Yes|None|Appointed by a panel of leaders from all major political parties, No|Yes|Yes|Yes|No|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, No|No|Yes|No|Yes, African Union|No|Final agreement must pass a national referendum|Appointed by Dialogue Commission, Yes|Yes|No|No|Yes, United Nations|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|Yes|Yes|Yes, United Nations|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|Yes|Yes|No|Yes|Final agreement must pass a national referendum|Appointed by a panel of leaders from all major political parties, Yes|Yes|No|Yes|No|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, No|Yes|Yes|No|No|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|No|Yes|Yes|Yes, United Nations|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|Yes|No|No|Yes, United Nations|Yes|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major ethnic groups, Yes|No|Yes|Yes|No|Yes|Final agreement must pass a national referendum|Appointed by Dialogue Commission, No|Yes|No|Yes|Yes, African Union|No|None|Appointed by a panel of leaders from all major ethnic groups, No|No|No|No|No|Yes|None|Appointed by Dialogue Commission, No|No|Yes|No|Yes, United Nations|No|Representatives are required to meet regularly with constituents|Appointed by a panel of leaders from all major political parties, No|No|No|No|No|Yes|None|Appointed by a panel of leaders from all major ethnic groups, No|Yes|Yes|Yes|Yes, African Union|No|Final agreement must pass a national referendum|Appointed by Dialogue Commission, No|Yes|Yes|Yes|Yes, African Union|No|None|Appointed by Dialogue Commission"
